plate_id,plate_index,row,column,id,sample_id,genus,species,rename,sex,latitude,longitude,year,month
plate3,77,G,5,HERA 10255,hera10255,Anaxyrus,americanus,hera10255_americanus,,37.11150607,-84.11811984,,
plate3,78,G,6,HERA 10350,hera10350,Anaxyrus,americanus,hera10350_americanus,,45.51395705,-69.95928163,,
plate3,79,G,7,HERA 10372,hera10372,Anaxyrus,americanus,hera10372_americanus,,42.22794785,-79.36759006,,
plate3,80,G,8,HERA 10396,hera10396,Anaxyrus,fowleri,hera10396_fowleri,,41.80663095,-72.73281062,,
plate3,81,G,9,HERA 10484,hera10484,Rhinella,marina,hera10484_marina,,25.61296337,-80.56605548,,
plate3,82,G,10,HERA 10493,hera10493,Anaxyrus,fowleri,hera10493_fowleri,,39.08588343,-75.56843744,,
plate3,83,G,11,HERA 11976,hera11976,Anaxyrus,americanus,hera11976_americanus,,43.51819011,-71.42336011,,
plate3,84,G,12,HERA 13722,hera13722,Anaxyrus,fowleri,hera13722_fowleri,,36.55513857,-89.18928557,,
plate3,85,H,1,HERA 14196,hera14196,Anaxyrus,retiformis,hera14196_retiformis,,33.34905562,-112.4900993,,
plate3,86,H,2,HERA 14926,hera14926,Anaxyrus,microscaphus,hera14926_microscaphus,,33.73033021,-113.9807786,,
plate3,87,H,3,HERA 15787,hera15787,Anaxyrus,americanus,hera15787_americanus,,38.88546227,-95.29398718,,
plate3,88,H,4,HERA 20415,hera20415,Anaxyrus,woodhousii,hera20415_woodhousii,,34.31742717,-92.9460215,,
plate3,89,H,5,HERA 20514,hera20514,Anaxyrus,fowleri,hera20514_fowleri,,33.95139527,-83.36714651,,
plate3,90,H,6,INHS 16273,inhs16273,Anaxyrus,americanus,inhs16273_americanus,,42.30245,-89.5595,,
plate3,91,H,7,INHS 17016,inhs17016,Anaxyrus,americanus,inhs17016_americanus,,37.46121,-88.18728,,
plate3,92,H,8,INHS 19127,inhs19127,Anaxyrus,fowleri,inhs19127_fowleri,,41.58247,-88.07273,,
plate3,93,H,9,INHS 21799,inhs21799,Anaxyrus,americanus,inhs21799_americanus,,46.0125825,-94.26710338,,
plate1,1,A,1,KAC 016,kac016,Anaxyrus,terrestris,kac016_terrestris,?,30.548191,-86.930668,2018,5
plate1,17,B,5,KAC 053,kac053,Anaxyrus,fowleri,kac053_fowleri,j,32.780439,-86.73877,2018,5
plate1,37,D,1,KAC 060,kac060,Anaxyrus,speciosus,kac060_speciosus,?,27.691851,-99.719553,2018,6
plate3,94,H,10,KAC 062,kac062,Anaxyrus,punctatus,kac062_punctatus,?,29.4360341,-103.5056372,2018,5
plate3,95,H,11,KAC 063,kac063,Anaxyrus,speciosus,kac063_speciosus,?,29.29522,-103.92916,2018,5
plate3,96,H,12,KAC 064,kac064,Anaxyrus,speciosus,kac064_speciosus,?,29.29522,-103.92916,2018,5
plate1,18,B,6,KAC 065,kac065,Anaxyrus,terrestris,kac065_terrestris,j,30.432818,-81.640876,2018,8
plate1,19,B,7,KAC 066,kac066,Anaxyrus,terrestris,kac066_terrestris,j,30.432818,-81.640876,2018,8
plate1,20,B,8,KAC 067,kac067,Anaxyrus,terrestris,kac067_terrestris,j,30.432818,-81.640876,2018,8
plate1,21,B,9,KAC 070,kac070,Anaxyrus,americanus,kac070_americanus,f,34.799628,-84.576776,2018,9
plate1,23,B,11,KAC 074,kac074,Anaxyrus,terrestris,kac074_terrestris,j,30.7743,-85.2269,2018,11
plate1,83,G,11,KAC 137,kac137,Anaxyrus,fowleri,kac137_fowleri,?,33.014605,-86.609529,2019,4
plate2,7,A,7,KAC 157,kac157,Anaxyrus,fowleri,kac157_fowleri,m,32.437695,-85.636201,2019,4
plate2,15,B,3,KAC 165,kac165,Anaxyrus,fowleri,kac165_fowleri,m,32.663564,-85.484982,2018,4
plate2,16,B,4,KAC 166,kac166,Anaxyrus,fowleri,kac166_fowleri,j,32.663564,-85.484982,2018,4
plate2,20,B,8,KAC 174,kac174,Anaxyrus,fowleri,kac174_fowleri,f,32.629382,-85.638284,2019,5
plate2,21,B,9,KAC 175,kac175,Anaxyrus,fowleri,kac175_fowleri,f,32.648495,-85.647115,2019,5
plate2,24,B,12,KAC 178,kac178,Anaxyrus,fowleri,kac178_fowleri,m,32.386444,-85.235611,2019,5
plate2,25,C,1,KAC 179,kac179,Anaxyrus,fowleri,kac179_fowleri,m,32.386444,-85.235611,2019,5
plate2,26,C,2,KAC 180,kac180,Anaxyrus,fowleri,kac180_fowleri,m,32.386444,-85.235611,2019,5
plate2,32,C,8,KAC 186,kac186,Anaxyrus,fowleri,kac186_fowleri,m,32.385793,-85.235653,2019,5
plate2,47,D,11,KAC 202,kac202,Anaxyrus,fowleri,kac202_fowleri,f,33.251041,-86.438502,2020,3
plate2,48,D,12,KAC 203,kac203,Anaxyrus,fowleri,kac203_fowleri,m,32.622944,-85.496597,2020,4
plate2,49,E,1,KAC 204,kac204,Anaxyrus,fowleri,kac204_fowleri,j,32.622944,-85.496597,2020,4
plate2,70,F,10,KAC 226,kac226,Anaxyrus,fowleri,kac226_fowleri,m,32.481193,-85.798379,2020,4
plate2,71,F,11,KAC 230,kac230,Anaxyrus,terrestris,kac230_terrestris,m,30.809332,-86.776858,2020,5
plate2,72,F,12,KAC 232,kac232,Anaxyrus,terrestris,kac232_terrestris,?,30.809216,-86.789938,2020,5
plate2,96,H,12,KAC 232,kac232,Anaxyrus,terrestris,kac232_terrestris,?,30.809216,-86.789938,2020,5
plate2,73,G,1,KAC 233,kac233,Anaxyrus,terrestris,kac233_terrestris,?,30.809216,-86.789938,2020,5
plate2,74,G,2,KAC 234,kac234,Anaxyrus,terrestris,kac234_terrestris,?,30.809216,-86.789938,2020,5
plate2,75,G,3,KAC 236,kac236,Anaxyrus,terrestris,kac236_terrestris,?,30.826322,-86.802577,2020,5
plate2,76,G,4,KAC 237,kac237,Anaxyrus,terrestris,kac237_terrestris,?,30.837332,-86.7763,2020,5
plate2,77,G,5,KAC 238,kac238,Anaxyrus,terrestris,kac238_terrestris,?,30.824332,-86.762838,2020,5
plate2,78,G,6,KAC 239,kac239,Anaxyrus,terrestris,kac239_terrestris,?,30.8016249,-86.7665909,2020,5
plate2,79,G,7,KAC 240,kac240,Anaxyrus,fowleri,kac240_fowleri,f,32.6432798,-85.3711405,2020,6
plate2,80,G,8,KAC 241,kac241,Anaxyrus,fowleri,kac241_fowleri,f,32.6432798,-85.3711405,2020,6
plate2,81,G,9,KAC 242,kac242,Anaxyrus,americanus,kac242_americanus,m,34.504456,-85.637683,2020,7
plate2,82,G,10,KAC 243,kac243,Incillius,nebulifer,kac243_nebulifer,,,,,
plate2,83,G,11,KAC 244,kac244,Anaxyrus,fowleri,kac244_fowleri,m,32.8926113,-93.8875622,2021,9
plate2,84,G,12,KAC t1020,t1020,Anaxyrus,terrestris,t1020_terrestris,m,31.107834,-86.622468,2017,?
plate2,86,H,2,KAC t2004,t2004,Anaxyrus,americanus,t2004_americanus,f,33.582946,-85.73524,2018,?
plate1,5,A,5,KAC t2015,t2015,Anaxyrus,americanus,t2015_americanus,m,33.584347,-85.740643,2018,?
plate3,1,A,1,KAC t2018-02-17-01,kac2018021701,Anaxyrus,americanus,kac2018021701_americanus,?,33.55274,-85.829132,2018,2
plate3,2,A,2,KAC t2018-02-17-04,kac2018021704,Anaxyrus,americanus,kac2018021704_americanus,?,33.485484,-85.888566,2018,2
plate3,7,A,7,KAC t2018-03-10-2,kac201803102,Anaxyrus,fowleri,kac201803102_fowleri,?,32.931161,-86.084646,2018,3
plate3,11,A,11,KAC t2018-08-18-1,kac201808181,Anaxyrus,terrestris,kac201808181_terrestris,?,30.669021,-81.440135,2018,8
plate3,12,A,12,KAC t2018-08-18-2,kac201808182,Anaxyrus,terrestris,kac201808182_terrestris,?,30.669021,-81.440135,2018,8
plate3,13,B,1,KAC t2018-08-18-3,kac201808183,Anaxyrus,terrestris,kac201808183_terrestris,?,30.432818,-81.640876,2018,8
plate3,14,B,2,KAC t2018-08-18-4,kac201808184,Anaxyrus,terrestris,kac201808184_terrestris,?,30.669021,-81.440135,2018,8
plate3,16,B,4,KAC t2019-08-25-2,kac201908252,Anaxyrus,fowleri,kac201908252_fowleri,j,34.218521,-87.366617,2019,8
plate2,87,H,3,KAC t2040,t2040,Anaxyrus,americanus,t2040_americanus,m,33.582945,-85.735393,2018,?
plate2,89,H,5,KAC t3040,t3040,Anaxyrus,fowleri,t3040_fowleri,m,32.386444,-85.235611,2018,?
plate3,24,B,12,MSB 100793,msb100793,Anaxyrus,microscaphus,msb100793_microscaphus,,37.27153801,-114.464781,2020,
plate3,25,C,1,MSB 100800,msb100800,Anaxyrus,woodhousii,msb100800_woodhousii,,36.73611667,-114.2197167,2020,
plate3,26,C,2,MSB 100913,msb100913,Anaxyrus,microscaphus,msb100913_microscaphus,,33.280379,-108.088683,2020,
plate3,27,C,3,MSB 104548,msb104548,Anaxyrus,woodhousii,msb104548_woodhousii,,36.49094,-103.20838,2021,
plate3,28,C,4,MSB 104570,msb104570,Anaxyrus,fowleri,msb104570_fowleri,,34.00087,-95.38229,2021,
plate3,29,C,5,MSB 104571,msb104571,Anaxyrus,americanus,msb104571_americanus,,34.00917,-95.38058,2021,
plate3,30,C,6,MSB 104608,msb104608,Anaxyrus,americanus,msb104608_americanus,,34.00367,-94.8267,2021,
plate3,31,C,7,MSB 104644,msb104644,Anaxyrus,americanus,msb104644_americanus,,36.95124,-94.27782,2021,
plate3,32,C,8,MSB 104677,msb104677,Anaxyrus,cognatus,msb104677_cognatus,,46.39834,-97.20927,2021,
plate3,33,C,9,MSB 104681,msb104681,Anaxyrus,hemiophrys,msb104681_hemiophrys,,46.47076,-97.04604,2021,
plate3,34,C,10,MSB 104731,msb104731,Anaxyrus,woodhousii,msb104731_woodhousii,,42.61091,-100.65607,2021,
plate3,17,B,5,MSB 75646,msb75646,Anaxyrus,woodhousii,msb75646_woodhousii,,33.36365042,-104.3428216,2009,
plate3,18,B,6,MSB 92689,msb92689,Anaxyrus,baxteri,msb92689_baxteri,,41.211821,-105.8255766,2002,
plate3,19,B,7,MSB 92691,msb92691,Anaxyrus,baxteri,msb92691_baxteri,,41.211821,-105.8255766,2002,
plate3,20,B,8,MSB 92692,msb92692,Anaxyrus,baxteri,msb92692_baxteri,,41.211821,-105.8255766,2002,
plate3,21,B,9,MSB 96528,msb96528,Anaxyrus,debilis,msb96528_debilis,,32.582385,-107.463482,2015,
plate3,22,B,10,MSB 98058,msb98058,Anaxyrus,woodhousii,msb98058_woodhousii,,32.8336,-108.609,2017,
plate3,23,B,11,MSB 98065,msb98065,Anaxyrus,cognatus,msb98065_cognatus,,32.6324,-108.738,2016,
plate3,35,C,11,UTEP 18705,utep18705,Anaxyrus,woodhousii,utep18705_woodhousii,,32.45198333,-106.8831667,2002,
plate3,36,C,12,UTEP 19941,utep19941,Anaxyrus,fowleri,utep19941_fowleri,,34.79136667,-88.95715,2009,
plate3,37,D,1,UTEP 19943,utep19943,Anaxyrus,fowleri,utep19943_fowleri,,33.81998333,-88.29533333,2009,
plate3,38,D,2,UTEP 19947,utep19947,Anaxyrus,terrestris,utep19947_terrestris,,31.22431667,-88.77548333,2009,
plate3,39,D,3,UTEP 20105,utep20105,Anaxyrus,woodhousii,utep20105_woodhousii,,33.62853333,-103.0819833,2010,
plate3,40,D,4,UTEP 20482,utep20482,Anaxyrus,woodhousii,utep20482_woodhousii,,32.907083,-94.74945,,
plate3,41,D,5,UTEP 20921,utep20921,Anaxyrus,americanus,utep20921_americanus,,35.55405,-91.83443333,2014,
plate3,42,D,6,UTEP 21284,utep21284,Anaxyrus,debilis,utep21284_debilis,,31.25968,-105.33402,2015,
plate3,43,D,7,UTEP 21286,utep21286,Anaxyrus,speciosus,utep21286_speciosus,,31.7014,-105.47958,2015,
plate3,44,D,8,UTEP 21724,utep21724,Anaxyrus,speciosus,utep21724_speciosus,,31.26087,-104.60168,2017,
plate3,45,D,9,UTEP 21881,utep21881,Anaxyrus,cognatus,utep21881_cognatus,,35.536,-100.44035,2018,
plate3,46,D,10,UTEP 21884,utep21884,Anaxyrus,speciosus,utep21884_speciosus,,32.75471667,-101.4320833,2018,
plate3,47,D,11,UTEP 21885,utep21885,Anaxyrus,speciosus,utep21885_speciosus,,32.20195,-100.34345,2018,
plate3,48,D,12,UTEP 21886,utep21886,Anaxyrus,woodhousii,utep21886_woodhousii,,35.078,-100.4339167,2018,
